CD_TIP_PRC,NM_TIP_PRC
10424,"LAVOURA DE BERINJELA IRRIGADA - ATER"
10425,"LAVOURA DE JIL” IRRIGADO - ATER"
11058,"PROAGRO TRAD"
11071,"PROAGRO MAIS"
10881,ACEITE
10882,RECUSA
10958,SELECIONAR
13446,"SELECAO AUTOMATICA"
11076,"PROAGRO MAIS"
11077,"PROAGRO TRAD"
12441,CONTATAR
13464,"DEVOLU«√O VALORES"
24013,"AJUSTE DE PAGAMENTO"
13995,"PROAGRO TRAD"
13996,"PROAGRO MAIS"
16393,"PRAZO EXTRAPOLADO"
16394,"DEMANDAR DIRAG"
3349,OPERA«’ES
3350,CADASTRO
3351,"OPERA«’ES BNDES"
3352,"OPERA«’ES RISCO UNI√O"
3356,FISCALIZA«√O
14136,"APROVADO - SERVI«OS DIGITAIS"
14138,"PAINEL ALERTA DE RENDA"
16478,"REPROVADO - SERVI«OS DIGITAIS"
17591,"REGULARIZAR RENDA"
17592,"REGULARIZAR DADOS CADASTRAIS"
23318,"CONFORMIDADE CENOP"
3371,"ALVAR¡ JUDICIAL"
3372,ANALFABETO
3373,"ATENDIMENTO BANC¡RIO"
3374,"BLOQUEIO DE JUDICIAL"
3375,CHEQUE
3376,FALECIMENTO
3377,"FIAN«A E AVAL"
3378,INSS
3379,"CONTA CORRENTE"
3380,"NOTIFICA«’ES EXTRAJUDICIAIS"
3381,OFÕCIOS
3382,PROCURA«√O
3383,"SIGILO BANC¡RIO"
3384,DECLARA«’ES
3385,"TUTELA E CURATELA"
3387,"EXTRA SCRIPT"
3566,"CONTA SAL¡RIO MILITAR"
3567,"CONTA SAL¡RIO DIPLOMATA"
3568,CAPES
3569,"CONTA DE INVESTIMENTO (PRIVATE)"
3570,CORPORATE
3571,TDS
3572,"CORPORATE OFF SHORE"
3573,"OFFICIAL INSTITUTIONS"
3574,LOANS
3575,TREASURY
3576,"CHECK COLLECTIONS"
3543,"CAPITAL DE GIRO"
3544,"CR…DITO DOCUMENT¡RIO DE IMPORTA«√O"
3545,"EMPR…STIMO PESSOAL"
3546,"DESCONTO DE TÕTULOS COMERCIAIS"
3547,FORFAIT
3548,"EMPR…STIMO FINANCEIRO DIRETO"
3549,"EMPR…STIMO STANDBY"
3550,"FINANCIAMENTO ¿ EXPORTA«√O - DEMAIS FORNECEDORES"
3551,"FINANCIAMENTO ¿ EXPORTA«√O - PR… PAGAMENTO"
3552,"FINANCIAMENTO ¿ EXPORTA«√O - PR… PAGAMENTO OFF SHO"
3553,"PRE-EXPORT FINANCE"
3554,"PRE-EXPORT FINANCE - FUNDING ACC/ACE"
3555,"BUYER¥S CREDIT"
3556,"BUYER¥S CREDIT REPASSE NO EXTERIOR"
3557,"FINIMP BRASIL - FUNDIG"
3558,"IMPORT FINANCE"
3559,"OVERDRAFT - PF"
3560,"OVERDRAFT - PJ"
3561,"CARTA DE CR…DITO STANDBY"
3562,"CONFIRMA«√O DE CARTA DE CR…DITO"
3563,"CONFIRMA«√O DE GARANTIA"
3564,"FIAN«A PESSOA FÕSICA"
3565,"PARCELAMENTO DE DÕVIDAS DA REDE EXTERNA"
6560,"PESSOA FÕSICA"
6561,"PESSOA JURÕDICA"
8349,"TRATAR PEDIDOS"
8350,"PESSOA JURÕDICA"
6566,"MPO GIRO"
6567,"MPO INVESTIMENTO"
8201,"CONFORMIDADE MPO"
8351,"MPO GIRO"
8352,"MPO INVESTIMENTO"
8353,"CONFORMIDADE MPO"
6562,"MPO GIRO"
6563,"MPO INVESTIMENTO"
8354,"MPO GIRO"
8355,"MPO INVESTIMENTO"
6564,"PESSOA FÕSICA"
6565,"PESSOA JURÕDICA"
8356,"PESSOA FÕSICA"
8357,"PESSOA JURÕDICA"
6664,"ENDERE«O E/OU RENDA"
7259,"GESTOR DE REDE"
7260,SUBSTABELECIDO
7261,DIRETO
7320,"GESTOR DE REDE"
7321,SUBSTABELECIDO
7322,DIRETO
11165,"AGENTE DE CR…DITO RURAL"
7311,"GESTOR DE REDE"
7312,SUBSTABELECIDO
7313,DIRETO
11164,"AGENTE DE CR…DITO RURAL"
7314,"GESTOR DE REDE"
7315,SUBSTABELECIDO
7316,DIRETO
7317,LOJA
7318,SERVI«OS
7319,OPERADOR
11163,"AGENTE DE CR…DITO RURAL"
13949,"ASSESSORIA COBAN"
13956,AGRO
13957,IMOBILI¡RIO
14328,"NEGOCIAL DIGITAL"
7329,"OCORR NCIAS DE PAGAMENTO"
7330,"OCORR NCIA DE RECEBIMENTO"
7331,"OCORR NCIAS NO FECHAMENTO DE BALANCETE"
7332,"OCORR NCIAS NAS CONTAS TRANSIT”RIAS"
7333,"CTR BANCO POSTAL"
7334,"C…DULAS FALSAS DO BANCO POSTAL"
7335,"OCORR NCIAS DE REMUNERA«√O DE SEGURO"
7979,"SINISTRO BANCO POSTAL"
7323,"GESTOR DE REDE"
7324,SUBSTABELECIDO
7325,DIRETO
7326,LOJA
7327,SERVI«OS
7328,OPERADOR
7339,"DEMANDA JUDICIAL"
7340,"GESTOR DE REDE"
7341,SUBSTABELECIDO
7342,DIRETO
7343,LOJA
7344,SERVI«OS
7345,OPERADOR
7402,"BB RESOLVE CONTRATA«√O"
7403,"BB RESOLVE CONCILIA«√O"
7404,"BB ATENDE CONTRATA«√O"
7405,"BB ATENDE CONCILIA«√O"
11973,"ATENDIMENTOS DIVERSOS"
7354,"GESTOR DE REDE"
7355,SUBSTABELECIDO
7356,DIRETO
7357,LOJA
7358,SERVI«OS
7359,OPERADOR
7446,PESQUISAR
7447,ANALISAR
7448,CONTABILIZAR
7449,ENCERRAR
7450,PESQUISAR
7451,"ACERTOS DE ALÕVIO DE NUMER¡RIO"
7452,"CONTAS TRANSIT”RIAS 33251-1324"
7453,"CONTAS TRANSIT”RIAS 24245-1324"
7936,"ACERTOS PAG/REC"
7937,"FECHAMENTO DE BALANCETE"
7938,"CTRS PENDENTES"
7939,"CONCILIA«√O CONTA 24430-5002"
7940,"TRANSPLANTE DE CONTAS"
7941,CONTESTA«√O/FRAUDE
7942,"MONITORAMENTO VISANET"
10632,"PORTABILIDADE CDC"
10633,"PORTABILIDADE CDC"
11313,"ALTERAR LOJA/INCLUIR SERVI«O"
11314,"DEMANDAS DE CHAVE J (INCLUS√O/CANCELAMENTO/SENHA)"
11315,"DEMANDAS CERTIFICADO DIGITAL (AUTORIZA«√O/REVOGA«√"
11316,"GERAR COMPROVANTES (2™ VIA)"
11317,"MONITORAMENTO SITEF"
11318,"REMUNERA«√O POR OPERA«’ES"
11319,PAG/REC
11320,"ALÕVIO DE NUMER¡RIO"
11321,"RESSARCIMENTO (SEGURAN«A ALUGUEL E TRANSPORTE)"
11993,"REMUNERA«√O POR OPERA«’ES"
11994,"FECHAMENTO (REMUNERA«√O E RESSARCIMENTO)"
13942,BONUS
11974,"GESTOR DE REDE"
13024,"CONSULTAR AG NCIA"
13025,"GESTOR DE REDE"
13031,"AGENTE DE CR…DITO RURAL"
13032,DIRETO
13195,"CADASTRAMENTO DE REGRA"
14017,AGRO
14018,IMOBILIARIO
13132,"DEMANDAS CHAVE J"
21993,"CADASTRAR"
21994,DISTRATAR
21995,ADITIVAR
21996,RENOVAR
21997,ASSESSORIA
21998,"CADASTRAR"
21999,DISTRATAR
22000,ADITIVAR
22001,RENOVAR
22002,ASSESSORIA
22003,"CADASTRAR"
22004,DISTRATAR
22005,ADITIVAR
22006,RENOVAR
22007,ASSESSORIA
22008,"CADASTRAR"
22009,DISTRATAR
22010,ADITIVAR
22011,RENOVAR
22012,ASSESSORIA
22013,"CADASTRAR"
22014,DISTRATAR
22015,ADITIVAR
22016,RENOVAR
22017,ASSESSORIA
22018,"CADASTRAR"
22019,DISTRATAR
22020,ADITIVAR
22021,RENOVAR
22022,ASSESSORIA
22023,ANALISAR
22024,"TRATAMENTO DE E-MAIL"
22161,"TRATAMENTO DE CHAVE J"
22162,"AN¡LISE E ACERTOS DAS CONTAS TRANSIT”RIAS"
22163,"CONFECCIONAR RELAT”RIO PARA UAC"
22164,"INCLUIR/ALTERAR LOJAS E FILIAIS"
22165,"CADASTRAR/ALTERAR SERVI«OS NO CBO"
22166,RESSACIMENTO
22167,REMUNERA«√O
22168,"CONFERIR NOTAS FISCAIS"
22169,"VERIFICAR RELAT”RIO"
22170,"FECHAMENTO DO AUTPAG"
22171,"TRATAMENTO DE OCORR NCIAS D…BITO E CR…DITO"
22172,CONTESTA«’ES
22173,"ACERTO DOS ALÕVIOS"
22174,CONTESTA«’ES
22175,ASSESSORIA
22176,"EMITIR COMPROVANTES ( 2∞VIA)"
22177,"ATENDIMENTO BB ATENDE/RESOLVE"
23518,"CADASTRAR"
23519,DISTRATAR
23520,ADITIVAR
23521,RENOVAR
7466,"VIGIL¬NCIA ARMADA"
7857,"CADASTRO PF"
7858,"CADASTRO PJ"
7859,NPJ
7853,"ANOTA«√O CADASTRAL POR REC¡LCULO"
7854,"ANOTA«√O CADASTRAL POR RECLASSIFICA«√O"
7864,"PISO NEGOCIAL"
7865,"PISO NEGOCIAL - PR… 94"
7866,"PISO NEGOCIAL - 4973"
7867,"C¡LCULO JUDICIAL"
7927,"CAPACIDADE DE PAGAMENTO"
7928,"PISO NEGOCIAL IRP"
7869,"ORIGEM EM ACORDO"
7870,"ORIGEM EM ALVAR¡ JUDICIAL"
7931,"ALTERA«√O DE GARANTIA"
7881,"PESSOA FÕSICA (IN 217)"
7882,"PESSOA FÕSICA (IN 13)"
7883,"PESSOA JURÕDICA (IN 217)"
7884,"PESSOA JURÕDICA (IN 13)"
7933,"RECUPERA«√O JUDICIAL (IN 220)"
7934,"ALTERA«√O DE GARANTIA"
7888,ACORDO
7932,"ALTERA«√O DE GARANTIA"
7908,"N√O CONFORMIDADES"
7886,"OPERA«√O COM PEND NCIA DOCUMENTAL"
7887,"GARANTIA COM IRREGULARIDADE"
7879,"DEMONSTRATIVO DE DÕVIDAS"
7880,"DEMONSTRATIVO PARA IR"
7855,"RECIBO DE QUITA«√O DE OPERA«√O"
7856,"RECIBO DE QUITA«√O DE PARCELA"
7930,"ABERTURA DE CONTA VINCULADA"
7868,"AVISO DE LAN«AMENTO"
7848,"TRANSFER NCIAS DEOC"
7849,"TRANSFER NCIAS CONT¡BEIS"
7891,"ASSISTENTE T…CNICO"
7892,PREPOSTO
7898,"AVERBA«√O PREMONIT”RIA"
7899,BENS
7871,"ACORDO JUDICIAL"
7872,"ADIMPLENCIA DE PARCELA"
7873,"ALVAR¡ JUDICIAL"
7874,"TUTELA/LIMINAR BAIXA RESTRI«√O"
7875,"PEDIDO DE INFORMA«’ES"
7897,"IMPOSTOS E TAXAS"
7885,"ELABORA«√O DE SUMULA"
7850,COOBRIGADOS
7851,INTERVENIENTES
7890,DIVERSOS
7894,"EM PROTESTO POR PREFER NCIA"
7895,"EM AVALIA«√O JUDICIAL"
7860,"BENS IM”VEIS"
7926,"BENS M”VEIS"
7861,IM”VEL
7862,VEÕCULOS
7863,M”VEIS
7876,"IM”VEL RURAL"
7877,"IM”VEL URBANO"
7878,"BENS M”VEIS"
7889,"BENS M”VEIS"
7893,"BENS N√O DE USO"
7906,"CERTID√O E PESQUISA DE BENS"
7907,"LEVANTAMENTO PATRIMONIAL"
7929,"EXAUST√O PATRIMONIAL"
7909,"BENS M”VEIS POR LEIL√O"
7910,"BENS M”VEIS POR VENDA DIRETA"
7911,"BENS IM”VEIS POR LEIL√O"
7912,"BENS IM”VEIS POR VENDA DIRETA"
7900,"PARCELA IM”VEL N√O DE USO"
7901,"PARCELA OPERA«√O EM PERDAS"
7902,"PARCELA OPERA«√O AJUIZADA"
7903,"PARCELA PESA"
7904,"PARCELA OPERA«√O COM GARANTIA FAMPE/FUNPROGER/FCO"
7905,"PARCELA DEMAIS OPERA«’ES"
8017,"IMOVEIS URBANOS"
8018,PRE«OS
8031,VIG NCIA
8032,QUANTITATIVA/QUALITATIVA
8022,"CLIENTE AGRO"
8023,"AG NCIA OP RURAL"
8024,"INTERVENIENTE OP RURAL"
8025,"CLIENTE OP COMERCIAL"
8026,"AGENCIA OP COMERCIAL"
8027,"INTERVENIENTE OP COMERCIAL"
8028,"AGENCIA OP BNDES"
8029,"CLIENTE OP BNDES"
8030,"INTERVENIENTE OP BNDES"
8479,"AGENCIA RENEGOCIA«√O"
8480,"INTERVENIENTE RENEGOCIA«√O"
8483,"AGENCIA RENEGOCIA«√O COMERCIAL"
8484,"INTERVENIENTE RENEGOCIA«√O COMERCIAL"
10034,"AG NCIA OP. SETOR P⁄BLICO"
10035,"CLIENTE OP. SETOR P⁄BLICO"
11123,"PVE MOBILE - CLIENTE"
12431,"IMOBILI¡RIO PJ"
12699,"CADASTRO - ATUALIZA«√O"
13251,"RECUPERA«√O DE NEG”CIO"
13286,CREDMEI
13331,"FORMALIZA«√O (PILOTO BH)"
13421,"BB FINANCIAMENTO PJ"
13494,"FCO CAPITAL DE GIRO"
13495,"FCO EMPRESARIAL"
13785,"CONTA DIGITAL PJ - RECUPERA«√O DE NEG”CIOS"
14301,"PROSPEC«√O AGRO - OFERTA WHATSAPP"
17206,"CONVERTER - SIMULADOR INVESTIMENTO (PLT BROTO)"
21555,"ATENDIMENTO ATIVO PARCEIROS"
21556,"ATENDIMENTO RECEPTIVO PARCEIROS"
11017,"FCO EMPRESARIAL"
11018,"PROGER URBANO EMPRESARIAL"
11019,"FCO CAPITAL DE GIRO"
11895,"AGROIND⁄STRIA EM REGIME DE PARCERIA"
11896,"BB AGRONEG”CIO GIRO"
11897,"BB CPR CONTRATA«√O"
11898,"BB CPR TETO"
11899,"BB FINANCIAMENTO PJ"
11900,"BB CAPITAL DE GIRO DIGITAL (GIRO CORPORATE)"
11901,"BB GIRO CORPORATE COMPRA DE DÕVIDAS"
11902,"BB GIRO DIGITAL"
11903,"BB GIRO EMPRESA"
11904,"COMERCIALIZA«√O RURAL"
11905,"CONTA GARANTIDA"
11906,"COOPBENS AQUISI«√O BENS"
11907,"COOPINSUMOS AQUISI«√O INSUMOS"
11908,"CR…DITO AGROINDUSTRIAL"
11909,"CUSTEIO AGRÕCOLA"
11910,"CUSTEIO AGRÕCOLA - PRONAMP"
11911,"CUSTEIO PECU¡RIO"
11912,"CUSTEIO PECU¡RIO - PRONAMP"
11913,"DESCONTO DE NPR"
11914,"FCO PRONAMP INVESTIMENTO AGRICOLA"
11915,"FCO PRONAMP INVESTIMENTO PECU¡RIO"
11916,"FCO RURAL"
11917,"FEAP - FINANCIAMENTO"
11918,FEE
11919,FEPM
11920,FGPP
11921,"INVESTE AGRO"
11922,"INVESTE AGRO - MODERFROTA"
11923,"INVESTIMENTO AGRÕCOLA"
11924,"INVESTIMENTO MCR 6.4"
11925,"INVESTIMENTO PECU¡RIO"
11926,"MCR 6.4 - ABC"
11927,"MCR 6.4 - ABC - BENEFICI¡RIO PRONAMP"
11928,"MCR 6.4 - INOVAGRO COP"
11929,"MCR 6.4 - INOVAGRO ESCAI"
11930,"MCR 6.4 - MODERAGRO"
11931,"MCR 6.4 - MODERFROTA"
11932,"MCR 6.4 - MODERINFRA"
11933,"MCR 6.4 - PROCAP-AGRO"
11934,"MCR 6.4 - PRODECOOP"
11935,"PRONAMP INVESTIMENTO AGRICOLA"
11936,"PRONAMP INVESTIMENTO PECU¡RIO"
11937,"TETOS OPERACIONAIS"
11938,"BNDES ABC"
11939,"BNDES AUTOM¡TICO E DEMAIS PROGRAMAS"
11940,"BNDES AUTOM¡TICO AGROPECU¡RIO"
11941,"BNDES GIRO"
11942,"BNDES INOVAGRO"
11943,"BNDES MODERAGRO"
11944,"BNDES MODERAGRO DESENVOLVIMENTO"
11945,"BNDES MODERAGRO FRUTA"
11946,"BNDES PROIRRIGA"
11947,"BNDES PCA"
11948,"BNDES PROCAP AGRO"
11949,"BNDES PRODECOOP"
11950,"BNDES PRONAMP INVESTIMENTO AGRÕCOLA"
11951,"BNDES PRONAMP INVESTIMENTO PECU¡RIO"
11952,"BNDES RURAL"
11953,"BNDES FINAME"
11954,"FINAME INOVAGRO"
11955,"FINAME MODERAGRO"
11956,"FINAME MODERFROTA"
11957,"FINAME PROIRRIGA"
11958,"FINAME PCA"
11959,"FINAME PRODECOOP"
11960,"FINAME PRONAMP AGRÕCOLA CONVENCIONAL"
11961,"FINAME PRONAMP PECU¡RIO CONVENCIONAL"
13262,"BB CONVIR FINAME RURAL PSI CONVENCIONAL"
13263,"BB CONVIR - INVESTE AGRO LONGO PRAZO"
13264,"BB CONVIR BNDES ABC"
13265,"BB CONVIR BNDES AUTOM¡TICO"
13266,"BB CONVIR BNDES INOVAGRO"
13267,"BB CONVIR BNDES MODERAGRO DESENVOLVIMENTO"
13268,"BB CONVIR BNDES PRONAMP"
13269,"BB CONVIR FCO RURAL"
13270,"BB CONVIR INVESTIMENTO AGRÕCOLA"
13272,"BB CONVIR INVESTIMENTO PECU¡RIO"
13273,"BB CONVIR MCR 6.4 - ABC"
13275,"BB CONVIR MCR 6.4 - INOVAGRO COP"
13278,"BB CONVIR MCR 6.4 - MODERAGRO"
13281,"BB CONVIR PRONAMP INVESTIMENTO AGRICOLA"
13283,"BB CONVIR PRONAMP INVESTIMENTO PECU¡RIO"
13512,"ASSESSORIA TELEF‘NICA"
14019,"PRONAF CUSTEIO"
14302,"PROSPEC«√O AGRO - OFERTA WHATSAPP"
14329,"ASSESSORIA TESTE SHOPPING DE DOCUMENTOS"
14550,"REGISTRO CARTORARIO ELETRONICO"
22060,"ASSESSORIA TESTE - FARM CHECK"
23642,"PRONAF MAIS ALIMENTOS"
23643,"PRONAF AGROINDUSTRIA CUSTEIO"
23644,"PRONAF AGROINDUSTRIA INVESTIMENTO"
23645,"BB CONVIR PRONAF INVESTIMENTO"
24230,"ASSESSORIA ASG"
11020,"FCO EMPRESARIAL"
11021,"PROGER URBANO EMPRESARIAL"
11022,"FCO CAPITAL DE GIRO"
11233,"VALIDA LEIAUTE"
11234,"ASSESSORIA - NOVO CONV NIO"
11235,"ASSESSORIA - RISCO DE EVAS√O"
12037,"ASSESSORIA - COBRAN«A"
13496,"ASSESSORIA GOVERNO - COM…RCIO ELETR‘NICO"
13499,"ASSESSORIA TELEF‘NICA"
13977,"ASSESSORIA GOVERNO - NOVO CONV NIO"
13978,"ASSESSORIA GOVERNO - INTERESSE NEGOCIAL"
14006,"ASSESSORIA - COM…RCIO ELETR‘NICO"
16404,"ASSESSORIA PRIVATE - NOVO CONV NIO"
16405,"ASSESSORIA PRIVATE - INTERESSE NEGOCIAL"
16406,"ASSESSORIA PRIVATE - COM…RCIO ELETR‘NICO"
17877,"LIQUIDA«√O BOLETOS BB"
17878,"LIQUIDA«√O BOLETOS OUTROS BANCOS"
23739,"ASSESSORIA ATACADO - INTERESSE NEGOCIAL"
23786,"ASSESSORIA - API"
23787,"ASSESSORIA - MIGRA COBRAN«A WEB"
23788,"ASSESSORIA - BOLETO DIGITAL"
23789,"ASSESSORIA - ATIVA CBR"
11805,AMPE
11806,ALELO
11807,ALELO
11808,"CONTRATO NOVO"
11816,"ALTERA«√O DE CONTRATO"
11817,"REGULARIZA«√O DE FATURA/GARANTIA"
12120,"BB GIRO DIGITAL"
12121,"CART√O DE CR…DITO PJ"
12122,"CHEQUE OURO EMPRESARIAL"
12123,"BB CAPITAL DE GIRO"
12124,"ANTECIPA«√O DE CR…DITO AO LOJISTA"
12125,STELO/CIELO
12126,FOPAG
12597,COBRAN«A
12598,PAGAMENTO
12599,"DESCONTO DE TÕTULOS"
12600,"DESCONTO DE CHEQUES"
12836,"ASSESSORIA - ABERTURA MASSIFICADA DE CONTAS"
12837,"ASSESSORIA - PAGAMENTO ELETR‘NICO DE SAL¡RIOS"
13500,"ASSESSORIA TELEF‘NICA"
13979,"ASSESSORIA GOVERNO - ABERTURA MASSIFICADA CONTAS"
13980,"ASSESSORIA GOVERNO - PAGTO ELETR‘NICO DE SAL¡RIOS"
16407,"ASSESSORIA PRIVATE - ABERTURA MASSIFICADA CONTAS"
16408,"ASSESSORIA PRIVATE - PAGTO ELETR‘NICO DE SAL¡RIOS"
23740,"ASSESSORIA ATACADO - ABERTURA MASSIFICADA DE CONTA"
23741,"ASSESSORIA ATACADO - PAGAMENTO ELETR‘NICO DE SAL¡R"
13143,"CBR - COBRAN«A"
13144,"PAG - PAGAMENTOS"
13145,"MCI - ABERTURA MASSIFICADA DE CONTAS"
13146,"EDO - CONTRACHEQUE"
13147,"BBC - CUST”DIA DE CHEQUES"
13148,"DBT - D…BITO AUTOM¡TICO"
13149,"VIP - CART√O"
13150,"AOP - LICITA«√O"
13151,"REC - GUIA DE RECOLHIMENTO (GNRE)"
13152,"RCB - CONTRIBUI«’ES MUNICIPAIS"
13153,"OBN - ORDEM BANC¡RIA"
13154,"ART - GARE E GPS"
13320,"DEMAIS LEIAUTES"
13384,"PIX - CNAB750"
23598,"CBR - COBRAN«A - VALIDA«√O DE BOLETO"
23599,"DJO - DEP”SITO JUDICIAL"
13341,"A«√O CLIENTE PJ - FORNECEDORES"
13342,"A«√O CLIENTE PJ - CONTA PJ"
14337,"RESOLU«√O 4734/AGENDA DE CART’ES"
13932,"ASSESSORIA PAGAMENTO DE SAL¡RIO (BBPAG/GESTAO MAX)"
13933,"ASSESSORIA - DEMAIS PAGAMENTOS"
13934,"ASSESSORIA TELEF‘NICA"
13981,"ASSESSORIA GOVERNO - PAGAMENTO (BBPAG/GESTAO MAX)"
13982,"ASSESSORIA GOVERNO - DEMAIS PAGAMENTOS"
16409,"ASSESSORIA PRIVATE - DEMAIS PAGAMENTOS"
16410,"ASSESSORIA PRIVATE - PAGAMENTO (BBPAG/GESTAO MAX)"
23779,"ASSESSORIA ATACADO - PAGAMENTO DE SAL¡RIOS (BBPAG/"
23783,"ASSESSORIA ATACADO - DEMAIS PAGAMENTOS"
23784,"ASSESSORIA - ATIVA PAG"
14601,"CADASTRAMENTO NOVO GRUPO FRANQUIA"
17200,"EXCLUS√O DE FRANQUEADO DO GRUPO FRANQUIA"
22064,"CRBB - FORMALIZA«√O DO CONV NIO"
22065,"CRBB - ENCERRAMENTO DO CONV NIO"
22066,"CRBB - ATUALIZA«√O DE BASE DE FRANQUEADOS"
22067,"CRBB - INCLUS√O DE FRANQUEADO"
16484,"ASSESSORIA - D…BITO AUTOM¡TICO"
16485,"ASSESSORIA - DEMAIS RECEBIMENTOS"
23785,"ASSESSORIA ATACADO - D…BITO AUTOM¡TICO"
16563,"IMPLANTA«√O - C”DIGO DE BARRAS"
16564,"IMPLANTA«√O - COD BARRAS + PIX"
16565,"IMPLANTA«√O - COD BARRAS + WEBSERVICE"
16566,"AMPLIA«√O DOS SERVI«OS"
16698,"IMPLANTA«√O - COD BARRAS + PIX + WEBSERVICE"
21784,"ARRECADA«√O MURCHADA"
24140,"CADASTRAMENTO - C”D BARRAS"
17879,"ATIVA«√O COM…RCIO ELETR‘NICO"
21557,"MINISTRAR TREINAMENTO EXTERNO"
22080,"BB DENTAL"
22158,"VIDA EMPRESA FLEX"
23820,FINANCEIRO
23821,"INTERC¬MBIO COM DISPUTA"
23822,"INTERC¬MBIO SEM DISPUTA"
23823,CADASTRO
23824,"BB ATENDE"
23825,JUDICIAL
8036,INEXIGIBILIDADE
8037,DISPENSA
8038,"PREG√O ELETR‘NICO"
8039,"PREG√O PRESENCIAL"
8040,CONCORR NCIA
8041,"TOMADA DE PRE«OS"
8042,CONVITE
8043,PRORROGA«√O
8044,ACR…SCIMO
8045,SUPRESS√O
8046,REEQUILÕBRIO
8047,REPACTUA«√O
8048,RESCIS√O
8049,ALTERA«√O
8533,"FAIXA 1 - MCMV"
8534,"FAIXA 1 - MCMV"
8535,"FINANCIAMENTO ¿ PRODU«√O - FGTS"
8536,"FINANCIAMENTO ¿ PRODU«√O - MCMV"
8537,"FINANCIAMENTO ¿ PRODU«√O - SBPE"
8821,"NOTIFICA«’ES - DESCUMPRIMENTO CONTRATUAL"
8538,"FAIXA 1 - MCMV"
8539,DESLIGAMENTO
8540,PILOTO
8541,"AN¡LISE PR…VIA - FGTS"
8542,"AN¡LISE PR…VIA - MCMV FAIXA 1"
8543,"AN¡LISE PR…VIA - MCMV FAIXAS II E III"
8544,"AN¡LISE PR…VIA - SBPE"
8545,"ESTUDO DE VIABILIDADE - FGTS"
8546,"ESTUDO DE VIABILIDADE - MCMV FAIXA 1"
8547,"ESTUDO DE VIABILIDADE - MCMV FAIXAS II E III"
8548,"ESTUDO DE VIABILIDADE - SBPE"
8815,"LAUDO - DESLIGAMENTO"
8816,"LAUDO - PILOTO"
8817,"MEDI«√O - MCMV FAIXA I"
8818,"MEDI«√O - MCMV FAIXAS II E III"
8819,"MEDI«√O - SBPE"
8820,"REAN¡LISE DE CRONOGRAMA"
8549,"AQUISI«√O CH FLUXO ⁄NICO"
8550,"AQUISI«√O FGTS - CONV NIOS"
8551,"AQUISI«√O MCMV - CONV NIOS"
8552,"AQUISI«√O SFH FLUXO ⁄NICO"
8553,"AQUISI«√O SFI FLUXO ⁄NICO"
8554,"MCMV - AVULSO"
8555,"MCMV - PLANO PILOTO"
8556,"MCMV - REPASSE"
8557,"MCMV - REPASSE IM”VEL NA PLANTA"
8558,PORTABILIDADE
8559,"PORTABILIDADE SEM INTERVENIENTE"
8560,"REPASSE CH FINANC PROD"
8561,"REPASSE CH FINANC PROD - IM”VEL NA PLANTA"
8562,"REPASSE CH PLANO PILOTO"
8563,"REPASSE SFH FINANC PROD"
8564,"REPASSE SFH FINANC PROD - IM”VEL NA PLANTA"
8565,"REPASSE SFH PLANO PILOTO"
8566,"REPASSE SFI FINANC PROD"
8567,"REPASSE SFI FINANC PROD - IM”VEL NA PLANTA"
8568,"REPASSE SFI PLANO PILOTO"
8822,"LAUDO - PF"
8843,"CONS”RCIO PF FLUXO ⁄NICO"
8844,"BB IM”VEL PR”PRIO"
8845,"PR”-COTISTA FGTS"
8848,"AQUISI«√O FGTS"
8569,"MCMV - FAIXA 1"
8570,"ADITIVO DE CREDENCIAMENTO"
8575,"CADASTRAMENTO DE CREDENCIAMENTO"
8576,"RECURSO 1 - CREDENCIAMENTO"
8577,"RECURSO 2 - CREDENCIAMENTO"
8578,FGTS
8579,"MCMV - FAIXA 1"
8580,"MCMV - FAIXAS II E III"
8581,SBPE
8582,CRONOGRAMA
8583,"AQUISI«√O CH FLUXO ⁄NICO"
8584,"AQUISI«√O FGTS - CONV NIOS"
8585,"AQUISI«√O MCMV - CONV NIOS"
8586,"AQUISI«√O SFH FLUXO ⁄NICO"
8587,"AQUISI«√O SFI FLUXO ⁄NICO"
8588,"MCMV - AVULSO"
8589,"MCMV - PLANO PILOTO"
8590,"MCMV - REPASSE"
8591,"MCMV - REPASSE IM”VEL NA PLANTA"
8592,PORTABILIDADE
8593,"PORTABILIDADE SEM INTERVENIENTE"
8594,"REPASSE CH FINANC PROD"
8595,"REPASSE CH FINANC PROD - IM”VEL NA PLANTA"
8596,"REPASSE CH PLANO PILOTO"
8597,"REPASSE SFH FINANC PROD"
8598,"REPASSE SFH FINANC PROD - IM”VEL NA PLANTA"
8599,"REPASSE SFH PLANO PILOTO"
8600,"REPASSE SFI FINANC PROD"
8601,"REPASSE SFI FINANC PROD - IM”VEL NA PLANTA"
8602,"REPASSE SFI PLANO PILOTO"
8849,"AQUISI«√O FGTS"
8850,"PR” COTISTA FGTS"
8851,"CONS”RCIO PF FLUXO ⁄NICO"
8852,"BB IM”VEL PR”PRIO"
8910,"AQUISI«√O CH FLUXO ⁄NICO"
8911,"AQUISI«√O FGTS"
8912,"AQUISI«√O FGTS - CONV NIOS"
8913,"AQUISI«√O MCMV - CONV NIOS"
8914,"AQUISI«√O SFH FLUXO ⁄NICO"
8915,"AQUISI«√O SFI FLUXO ⁄NICO"
8916,"BB IM”VEL PR”PRIO"
